Date,Time,Temperature
2022-01-01,12:53 am,-7
2022-01-01,1:53 am,-1
2022-01-01,3:01 am,-9
2022-01-01,3:11 am,-9
2022-01-01,3:53 am,0
2022-01-01,4:06 am,-1
2022-01-01,4:53 am,-4
2022-01-01,6:03 am,-2
2022-01-01,6:53 am,3
2022-01-01,7:53 am,4
2022-01-01,8:42 am,4
2022-01-01,8:53 am,4
2022-01-01,9:26 am,3
2022-01-01,9:53 am,4
2022-01-01,10:11 am,5
2022-01-01,10:53 am,5
2022-01-01,11:53 am,6
2022-01-01,12:53 pm,6
2022-01-01,1:53 pm,7
2022-01-01,2:08 pm,7
2022-01-01,2:53 pm,7
2022-01-01,3:53 pm,6
2022-01-01,4:53 pm,5
2022-01-01,5:53 pm,6
2022-01-01,6:53 pm,5
2022-01-01,7:53 pm,6
2022-01-01,8:53 pm,3
2022-01-01,9:53 pm,0
2022-01-01,10:53 pm,-3
2022-01-01,11:53 pm,-2
2022-01-02,12:53 am,-5
2022-01-02,1:53 am,-7
2022-01-02,2:53 am,-9
2022-01-02,3:53 am,
2022-01-02,4:53 am,-8
2022-01-02,5:53 am,-5
2022-01-02,6:53 am,-2
2022-01-02,7:53 am,-2
2022-01-02,8:53 am,1
2022-01-02,9:53 am,2
2022-01-02,10:53 am,5
2022-01-02,11:53 am,7
2022-01-02,12:53 pm,10
2022-01-02,1:53 pm,11
2022-01-02,2:53 pm,12
2022-01-02,3:53 pm,13
2022-01-02,4:53 pm,11
2022-01-02,5:53 pm,10
2022-01-02,6:53 pm,8
2022-01-02,7:53 pm,8
2022-01-02,8:53 pm,7
2022-01-02,9:53 pm,7
2022-01-02,10:53 pm,2
2022-01-02,11:53 pm,-1
2022-01-03,12:53 am,1
2022-01-03,2:53 am,2
2022-01-03,3:53 am,2
2022-01-03,4:53 am,-2
2022-01-03,5:53 am,1
2022-01-03,6:53 am,0
2022-01-03,7:53 am,-1
2022-01-03,8:53 am,-1
2022-01-03,9:53 am,4
2022-01-03,10:53 am,8
2022-01-03,11:53 am,9
2022-01-03,12:53 pm,10
2022-01-03,1:53 pm,12
2022-01-03,2:53 pm,12
2022-01-03,3:53 pm,14
2022-01-03,4:53 pm,14
2022-01-03,5:53 pm,13
2022-01-03,6:53 pm,13
2022-01-03,7:53 pm,7
2022-01-03,8:53 pm,9
2022-01-03,9:53 pm,15
2022-01-03,11:53 pm,17
2022-01-04,12:53 am,25
2022-01-04,2:05 am,29
2022-01-04,2:29 am,30
2022-01-04,3:03 am,30
2022-01-04,3:20 am,29
2022-01-04,3:32 am,29
2022-01-04,3:53 am,30
2022-01-04,4:06 am,30
2022-01-04,8:53 am,29
2022-01-04,9:53 am,29
2022-01-04,10:53 am,30
2022-01-04,11:53 am,28
2022-01-04,12:53 pm,29
2022-01-04,1:53 pm,29
2022-01-04,2:53 pm,28
2022-01-04,3:53 pm,27
2022-01-04,4:29 pm,27
2022-01-04,4:53 pm,27
2022-01-04,5:53 pm,27
2022-01-04,6:53 pm,27
2022-01-04,7:53 pm,28
2022-01-04,8:53 pm,28
2022-01-04,9:07 pm,28
2022-01-04,9:53 pm,28
2022-01-04,10:53 pm,29
2022-01-05,12:01 am,29
2022-01-05,2:18 am,30
2022-01-05,3:01 am,31
2022-01-05,3:32 am,31
2022-01-05,3:53 am,31
2022-01-05,4:16 am,31
2022-01-05,4:36 am,31
2022-01-05,4:53 am,31
2022-01-05,5:19 am,31
2022-01-05,5:35 am,31
2022-01-05,6:15 am,33
2022-01-05,6:54 am,33
2022-01-05,8:00 am,30
2022-01-05,8:53 am,29
2022-01-05,10:07 am,26
2022-01-05,10:22 am,27
2022-01-05,10:53 am,27
2022-01-05,11:53 am,30
2022-01-05,12:53 pm,31
2022-01-05,1:24 pm,32
2022-01-05,2:06 pm,32
2022-01-05,2:53 pm,31
2022-01-05,3:53 pm,31
2022-01-05,4:53 pm,30
2022-01-05,5:53 pm,30
2022-01-05,6:19 pm,30
2022-01-05,6:53 pm,30
2022-01-05,7:53 pm,29
2022-01-05,8:24 pm,29
2022-01-05,8:53 pm,29
2022-01-05,9:53 pm,28
2022-01-05,10:53 pm,27
2022-01-05,11:23 pm,27
2022-01-05,11:53 pm,27
2022-01-06,12:53 am,27
2022-01-06,1:19 am,28
2022-01-06,1:53 am,28
2022-01-06,2:09 am,26
2022-01-06,2:27 am,26
2022-01-06,2:53 am,27
2022-01-06,3:39 am,27
2022-01-06,4:01 am,26
2022-01-06,4:53 am,28
2022-01-06,5:18 am,27
2022-01-06,6:00 am,26
2022-01-06,6:34 am,27
2022-01-06,6:53 am,26
2022-01-06,7:33 am,28
2022-01-06,7:53 am,29
2022-01-06,8:10 am,26
2022-01-06,8:53 am,28
2022-01-06,9:53 am,32
2022-01-06,10:09 am,33
2022-01-06,10:59 am,34
2022-01-06,11:53 am,36
2022-01-06,12:53 pm,37
2022-01-06,1:34 pm,37
2022-01-06,1:53 pm,36
2022-01-06,2:38 pm,36
2022-01-06,3:14 pm,37
2022-01-06,3:53 pm,36
2022-01-06,4:53 pm,36
2022-01-06,5:53 pm,36
2022-01-06,6:53 pm,37
2022-01-06,7:53 pm,37
2022-01-06,8:53 pm,37
2022-01-07,12:53 am,38
2022-01-07,1:53 am,36
2022-01-07,2:53 am,36
2022-01-07,3:53 am,37
2022-01-07,4:53 am,38
2022-01-07,5:53 am,35
2022-01-07,6:53 am,40
2022-01-07,7:53 am,37
2022-01-07,8:53 am,34
2022-01-07,9:53 am,36
2022-01-07,10:53 am,40
2022-01-07,11:53 am,40
2022-01-07,12:53 pm,37
2022-01-07,1:53 pm,36
2022-01-07,2:53 pm,36
2022-01-07,3:53 pm,38
2022-01-07,4:53 pm,37
2022-01-07,5:53 pm,37
2022-01-07,6:53 pm,37
2022-01-07,7:53 pm,36
2022-01-07,8:53 pm,35
2022-01-07,9:53 pm,35
2022-01-07,10:42 pm,35
2022-01-07,10:53 pm,35
2022-01-07,11:19 pm,35
2022-01-07,11:53 pm,34
2022-01-08,12:53 am,33
2022-01-08,1:53 am,33
2022-01-08,3:14 am,32
2022-01-08,3:53 am,30
2022-01-08,4:53 am,29
2022-01-08,5:53 am,27
2022-01-08,6:53 am,28
2022-01-08,7:53 am,26
2022-01-08,8:53 am,26
2022-01-08,9:53 am,27
2022-01-08,10:53 am,28
2022-01-08,11:53 am,29
2022-01-08,12:53 pm,29
2022-01-08,1:53 pm,30
2022-01-08,2:53 pm,30
2022-01-08,3:53 pm,29
2022-01-08,4:53 pm,27
2022-01-08,5:53 pm,27
2022-01-08,6:53 pm,25
2022-01-08,7:53 pm,23
2022-01-08,8:53 pm,22
2022-01-08,9:53 pm,20
2022-01-08,10:53 pm,13
2022-01-08,11:53 pm,18
2022-01-09,12:53 am,16
2022-01-09,1:53 am,11
2022-01-09,2:29 am,8
2022-01-09,3:09 am,8
2022-01-09,3:53 am,9
2022-01-09,5:53 am,11
2022-01-09,6:53 am,11
2022-01-09,7:53 am,12
2022-01-09,8:53 am,13
2022-01-09,9:53 am,14
2022-01-09,10:35 am,16
2022-01-09,10:53 am,18
2022-01-09,11:53 am,19
2022-01-09,1:53 pm,22
2022-01-09,2:53 pm,24
2022-01-09,3:53 pm,27
2022-01-09,5:53 pm,19
2022-01-09,6:53 pm,17
2022-01-09,7:53 pm,15
2022-01-09,8:53 pm,15
2022-01-09,9:53 pm,11
2022-01-09,10:53 pm,11
2022-01-09,11:53 pm,9
2022-01-10,12:53 am,8
2022-01-10,1:53 am,9
2022-01-10,2:53 am,9
2022-01-10,3:53 am,7
2022-01-10,4:53 am,6
2022-01-10,5:53 am,5
2022-01-10,6:53 am,5
2022-01-10,7:53 am,5
2022-01-10,8:53 am,6
2022-01-10,9:53 am,9
2022-01-10,10:53 am,11
2022-01-10,11:53 am,15
2022-01-10,12:53 pm,18
2022-01-10,1:53 pm,20
2022-01-10,2:53 pm,24
2022-01-10,3:53 pm,22
2022-01-10,4:53 pm,18
2022-01-10,5:53 pm,17
2022-01-10,6:53 pm,14
2022-01-10,7:53 pm,14
2022-01-10,8:53 pm,13
2022-01-10,11:53 pm,10
2022-01-11,12:53 am,6
2022-01-11,1:53 am,8
2022-01-11,2:53 am,5
2022-01-11,3:53 am,6
2022-01-11,4:53 am,5
2022-01-11,5:53 am,5
2022-01-11,8:53 am,5
2022-01-11,9:53 am,8
2022-01-11,10:53 am,11
2022-01-11,11:53 am,14
2022-01-11,12:53 pm,18
2022-01-11,1:53 pm,19
2022-01-11,2:53 pm,22
2022-01-11,3:53 pm,21
2022-01-11,4:53 pm,22
2022-01-11,5:53 pm,22
2022-01-11,6:53 pm,21
2022-01-11,7:53 pm,22
2022-01-11,8:53 pm,22
2022-01-11,9:53 pm,18
2022-01-11,10:53 pm,18
2022-01-11,11:53 pm,18
2022-01-12,12:53 am,17
2022-01-12,1:53 am,17
2022-01-12,2:53 am,15
2022-01-12,3:53 am,14
2022-01-12,4:53 am,16
2022-01-12,5:53 am,15
2022-01-12,6:53 am,16
2022-01-12,7:53 am,14
2022-01-12,8:53 am,13
2022-01-12,9:53 am,16
2022-01-12,10:53 am,19
2022-01-12,11:53 am,23
2022-01-12,12:53 pm,24
2022-01-12,1:53 pm,27
2022-01-12,2:53 pm,29
2022-01-12,3:53 pm,28
2022-01-12,4:53 pm,26
2022-01-12,5:53 pm,22
2022-01-12,6:53 pm,20
2022-01-12,7:53 pm,20
2022-01-12,8:53 pm,18
2022-01-12,9:53 pm,18
2022-01-12,10:53 pm,18
2022-01-12,11:53 pm,18
2022-01-13,12:53 am,17
2022-01-13,1:53 am,15
2022-01-13,2:53 am,14
2022-01-13,3:53 am,13
2022-01-13,4:53 am,14
2022-01-13,5:53 am,15
2022-01-13,6:53 am,17
2022-01-13,7:53 am,18
2022-01-13,8:53 am,19
2022-01-13,9:53 am,20
2022-01-13,10:53 am,24
2022-01-13,11:53 am,27
2022-01-13,12:53 pm,30
2022-01-13,1:53 pm,31
2022-01-13,2:53 pm,32
2022-01-13,3:53 pm,31
2022-01-13,4:53 pm,30
2022-01-13,5:53 pm,23
2022-01-13,6:53 pm,22
2022-01-13,7:53 pm,19
2022-01-13,8:53 pm,20
2022-01-13,9:53 pm,19
2022-01-13,10:53 pm,20
2022-01-13,11:53 pm,22
2022-01-14,1:14 am,22
2022-01-14,1:36 am,22
2022-01-14,2:23 am,23
2022-01-14,2:32 am,23
2022-01-14,2:53 am,26
2022-01-14,3:53 am,26
2022-01-14,4:11 am,26
2022-01-14,5:23 am,26
2022-01-14,5:53 am,26
2022-01-14,6:17 am,27
2022-01-14,6:53 am,27
2022-01-14,8:15 am,27
2022-01-14,8:53 am,27
2022-01-14,10:06 am,27
2022-01-14,10:36 am,27
2022-01-14,10:53 am,27
2022-01-14,11:18 am,28
2022-01-14,11:53 am,28
2022-01-14,12:53 pm,28
2022-01-14,1:53 pm,28
2022-01-14,2:53 pm,29
2022-01-14,3:24 pm,29
2022-01-14,3:53 pm,28
2022-01-14,4:33 pm,26
2022-01-14,4:53 pm,26
2022-01-14,5:53 pm,26
2022-01-14,6:34 pm,27
2022-01-14,6:53 pm,27
2022-01-14,7:53 pm,27
2022-01-14,8:53 pm,26
2022-01-14,9:53 pm,26
2022-01-14,10:37 pm,26
2022-01-14,10:53 pm,26
2022-01-14,11:53 pm,26
2022-01-15,12:37 am,25
2022-01-15,1:06 am,25
2022-01-15,1:53 am,24
2022-01-15,2:53 am,24
2022-01-15,3:53 am,24
2022-01-15,4:53 am,24
2022-01-15,5:53 am,24
2022-01-15,6:53 am,24
2022-01-15,7:53 am,22
2022-01-15,8:53 am,21
2022-01-15,9:53 am,21
2022-01-15,10:53 am,22
2022-01-15,12:08 pm,24
2022-01-15,12:53 pm,25
2022-01-15,1:53 pm,24
2022-01-15,2:53 pm,24
2022-01-15,3:53 pm,23
2022-01-15,4:53 pm,23
2022-01-15,5:53 pm,23
2022-01-15,6:53 pm,22
2022-01-15,7:53 pm,22
2022-01-15,8:53 pm,21
2022-01-15,9:53 pm,22
2022-01-15,10:53 pm,21
2022-01-15,11:53 pm,21
2022-01-16,12:53 am,17
2022-01-16,1:53 am,17
2022-01-16,3:00 am,16
2022-01-16,3:12 am,15
2022-01-16,3:53 am,13
2022-01-16,5:04 am,13
2022-01-16,5:28 am,13
2022-01-16,5:53 am,13
2022-01-16,6:53 am,13
2022-01-16,7:53 am,12
2022-01-16,8:53 am,13
2022-01-16,9:53 am,16
2022-01-16,10:53 am,17
2022-01-16,11:53 am,20
2022-01-16,12:53 pm,25
2022-01-16,1:53 pm,27
2022-01-16,2:53 pm,29
2022-01-16,3:53 pm,28
2022-01-16,4:53 pm,25
2022-01-16,5:53 pm,22
2022-01-16,6:53 pm,21
2022-01-16,7:53 pm,16
2022-01-16,8:53 pm,16
2022-01-16,9:53 pm,16
2022-01-16,10:53 pm,14
2022-01-16,11:53 pm,14
2022-01-17,12:53 am,13
2022-01-17,1:53 am,11
2022-01-17,2:53 am,10
2022-01-17,3:53 am,10
2022-01-17,4:53 am,10
2022-01-17,5:53 am,10
2022-01-17,6:53 am,11
2022-01-17,7:53 am,11
2022-01-17,8:53 am,13
2022-01-17,9:53 am,18
2022-01-17,10:53 am,21
2022-01-17,11:53 am,23
2022-01-17,12:53 pm,27
2022-01-17,1:53 pm,28
2022-01-17,2:53 pm,26
2022-01-17,3:53 pm,26
2022-01-17,4:53 pm,24
2022-01-17,5:53 pm,19
2022-01-17,6:53 pm,20
2022-01-17,7:53 pm,23
2022-01-17,8:53 pm,24
2022-01-17,9:53 pm,23
2022-01-17,10:53 pm,18
2022-01-17,11:53 pm,16
2022-01-18,12:53 am,14
2022-01-18,1:53 am,13
2022-01-18,2:53 am,12
2022-01-18,3:53 am,11
2022-01-18,4:28 am,12
2022-01-18,4:53 am,13
2022-01-18,5:06 am,14
2022-01-18,5:53 am,14
2022-01-18,6:53 am,17
2022-01-18,7:53 am,22
2022-01-18,8:28 am,22
2022-01-18,8:53 am,22
2022-01-18,10:01 am,22
2022-01-18,10:17 am,22
2022-01-18,11:01 am,23
2022-01-18,12:07 pm,23
2022-01-18,12:53 pm,23
2022-01-18,1:53 pm,23
2022-01-18,2:53 pm,23
2022-01-18,3:53 pm,23
2022-01-18,4:53 pm,22
2022-01-18,6:02 pm,22
2022-01-18,6:53 pm,22
2022-01-18,7:53 pm,22
2022-01-18,8:53 pm,21
2022-01-18,9:34 pm,21
2022-01-18,9:53 pm,21
2022-01-18,10:53 pm,21
2022-01-18,11:53 pm,20
2022-01-19,12:33 am,20
2022-01-19,1:01 am,20
2022-01-19,1:26 am,20
2022-01-19,1:53 am,20
2022-01-19,2:12 am,20
2022-01-19,2:53 am,21
2022-01-19,3:21 am,21
2022-01-19,3:53 am,21
2022-01-19,4:21 am,21
2022-01-19,4:53 am,21
2022-01-19,5:11 am,21
2022-01-19,5:53 am,21
2022-01-19,6:22 am,21
2022-01-19,6:53 am,21
2022-01-19,7:53 am,21
2022-01-19,8:53 am,21
2022-01-19,9:53 am,22
2022-01-19,10:32 am,22
2022-01-19,10:53 am,22
2022-01-19,11:53 am,22
2022-01-19,12:29 pm,22
2022-01-19,12:53 pm,22
2022-01-19,1:53 pm,23
2022-01-19,2:41 pm,24
2022-01-19,2:53 pm,24
2022-01-19,3:53 pm,24
2022-01-19,4:53 pm,24
2022-01-19,5:53 pm,24
2022-01-19,6:19 pm,23
2022-01-19,6:53 pm,23
2022-01-19,7:53 pm,23
2022-01-19,8:53 pm,23
2022-01-19,9:53 pm,23
2022-01-19,10:53 pm,23
2022-01-19,11:22 pm,23
2022-01-20,12:01 am,24
2022-01-20,12:53 am,23
2022-01-20,1:53 am,22
2022-01-20,2:53 am,21
2022-01-20,3:35 am,21
2022-01-20,3:53 am,21
2022-01-20,4:53 am,21
2022-01-20,5:53 am,21
2022-01-20,6:53 am,21
2022-01-20,7:53 am,21
2022-01-20,8:53 am,22
2022-01-20,9:29 am,22
2022-01-20,9:53 am,22
2022-01-20,10:15 am,22
2022-01-20,10:53 am,23
2022-01-20,11:33 am,23
2022-01-20,11:53 am,23
2022-01-20,12:33 pm,24
2022-01-20,1:08 pm,24
2022-01-20,1:53 pm,23
2022-01-20,2:15 pm,23
2022-01-20,2:26 pm,23
2022-01-20,2:43 pm,24
2022-01-20,2:53 pm,24
2022-01-20,3:10 pm,24
2022-01-20,3:24 pm,24
2022-01-20,3:31 pm,24
2022-01-20,3:53 pm,24
2022-01-20,4:35 pm,24
2022-01-20,4:53 pm,24
2022-01-20,6:00 pm,23
2022-01-20,6:37 pm,23
2022-01-20,7:01 pm,23
2022-01-20,7:57 pm,23
2022-01-20,8:37 pm,23
2022-01-20,9:01 pm,23
2022-01-20,9:09 pm,23
2022-01-20,9:27 pm,23
2022-01-20,9:53 pm,23
2022-01-20,10:53 pm,23
2022-01-20,11:06 pm,23
2022-01-20,11:53 pm,22
2022-01-21,12:32 am,22
2022-01-21,1:00 am,22
2022-01-21,1:37 am,22
2022-01-21,1:53 am,22
2022-01-21,2:53 am,22
2022-01-21,3:09 am,22
2022-01-21,3:34 am,22
2022-01-21,3:53 am,22
2022-01-21,4:15 am,22
2022-01-21,4:53 am,22
2022-01-21,5:07 am,21
2022-01-21,5:53 am,22
2022-01-21,6:53 am,21
2022-01-21,7:53 am,22
2022-01-21,8:53 am,22
2022-01-21,9:53 am,24
2022-01-21,10:53 am,24
2022-01-21,11:16 am,24
2022-01-21,11:53 am,25
2022-01-21,12:53 pm,25
2022-01-21,1:53 pm,25
2022-01-21,2:28 pm,25
2022-01-21,2:53 pm,25
2022-01-21,3:53 pm,24
2022-01-21,4:53 pm,22
2022-01-21,5:53 pm,23
2022-01-21,6:53 pm,23
2022-01-21,7:53 pm,24
2022-01-21,8:53 pm,24
2022-01-21,9:53 pm,24
2022-01-21,10:53 pm,24
2022-01-21,11:53 pm,24
2022-01-22,12:53 am,23
2022-01-22,1:31 am,21
2022-01-22,1:53 am,21
2022-01-22,2:30 am,22
2022-01-22,2:53 am,21
2022-01-22,3:53 am,22
2022-01-22,4:35 am,21
2022-01-22,4:51 am,21
2022-01-22,5:53 am,21
2022-01-22,6:53 am,21
2022-01-22,7:15 am,21
2022-01-22,7:53 am,21
2022-01-22,8:53 am,21
2022-01-22,9:53 am,21
2022-01-22,10:53 am,22
2022-01-22,11:53 am,22
2022-01-22,12:53 pm,23
2022-01-22,1:53 pm,24
2022-01-22,2:53 pm,23
2022-01-22,3:53 pm,23
2022-01-22,4:53 pm,23
2022-01-22,5:53 pm,23
2022-01-22,6:53 pm,22
2022-01-22,7:53 pm,22
2022-01-22,8:53 pm,21
2022-01-22,9:53 pm,21
2022-01-22,10:53 pm,21
2022-01-22,11:53 pm,20
2022-01-23,12:53 am,19
2022-01-23,1:38 am,18
2022-01-23,1:53 am,18
2022-01-23,2:53 am,17
2022-01-23,3:53 am,18
2022-01-23,4:35 am,17
2022-01-23,4:53 am,16
2022-01-23,5:04 am,16
2022-01-23,6:08 am,16
2022-01-23,6:53 am,17
2022-01-23,7:53 am,17
2022-01-23,8:53 am,17
2022-01-23,9:11 am,17
2022-01-23,9:19 am,17
2022-01-23,9:35 am,17
2022-01-23,10:01 am,17
2022-01-23,10:31 am,17
2022-01-23,10:53 am,18
2022-01-23,11:19 am,17
2022-01-23,12:08 pm,18
2022-01-23,12:35 pm,18
2022-01-23,12:53 pm,18
2022-01-23,1:53 pm,18
2022-01-23,2:53 pm,19
2022-01-23,3:06 pm,19
2022-01-23,3:53 pm,18
2022-01-23,4:53 pm,18
2022-01-23,5:53 pm,18
2022-01-23,6:53 pm,18
2022-01-23,7:18 pm,18
2022-01-23,7:53 pm,18
2022-01-23,8:28 pm,18
2022-01-23,8:53 pm,18
2022-01-23,9:53 pm,19
2022-01-23,10:37 pm,19
2022-01-23,10:53 pm,19
2022-01-23,11:13 pm,18
2022-01-23,11:53 pm,18
2022-01-24,12:53 am,18
2022-01-24,1:53 am,17
2022-01-24,2:53 am,17
2022-01-24,3:53 am,17
2022-01-24,4:53 am,18
2022-01-24,5:53 am,17
2022-01-24,6:53 am,17
2022-01-24,8:08 am,17
2022-01-24,8:53 am,17
2022-01-24,9:10 am,17
2022-01-24,9:58 am,18
2022-01-24,10:53 am,19
2022-01-24,11:34 am,19
2022-01-24,11:53 am,19
2022-01-24,12:53 pm,19
2022-01-24,2:00 pm,19
2022-01-24,2:53 pm,19
2022-01-24,3:13 pm,19
2022-01-24,3:53 pm,19
2022-01-24,4:53 pm,19
2022-01-24,5:53 pm,19
2022-01-24,6:21 pm,19
2022-01-24,7:11 pm,19
2022-01-24,7:59 pm,19
2022-01-24,8:19 pm,18
2022-01-24,8:53 pm,18
2022-01-24,9:53 pm,16
2022-01-24,10:53 pm,16
2022-01-25,12:00 am,15
2022-01-25,12:53 am,8
2022-01-25,1:53 am,7
2022-01-25,2:53 am,5
2022-01-25,3:53 am,6
2022-01-25,4:53 am,5
2022-01-25,5:53 am,4
2022-01-25,6:53 am,7
2022-01-25,7:53 am,8
2022-01-25,8:53 am,10
2022-01-25,9:53 am,9
2022-01-25,10:53 am,12
2022-01-25,11:53 am,16
2022-01-25,12:53 pm,19
2022-01-25,1:53 pm,19
2022-01-25,2:53 pm,20
2022-01-25,3:53 pm,20
2022-01-25,4:53 pm,21
2022-01-25,5:53 pm,16
2022-01-25,6:53 pm,12
2022-01-25,7:02 pm,11
2022-01-25,7:53 pm,13
2022-01-25,8:53 pm,15
2022-01-25,9:53 pm,15
2022-01-25,10:25 pm,16
2022-01-25,10:53 pm,16
2022-01-25,11:04 pm,16
2022-01-25,11:15 pm,16
2022-01-25,11:53 pm,16
2022-01-26,12:26 am,16
2022-01-26,12:53 am,15
2022-01-26,1:05 am,15
2022-01-26,1:53 am,15
2022-01-26,2:37 am,14
2022-01-26,3:01 am,13
2022-01-26,3:32 am,11
2022-01-26,3:53 am,10
2022-01-26,4:04 am,10
2022-01-26,4:53 am,10
2022-01-26,5:53 am,9
2022-01-26,6:19 am,9
2022-01-26,6:53 am,9
2022-01-26,7:14 am,9
2022-01-26,7:27 am,9
2022-01-26,8:06 am,9
2022-01-26,9:03 am,10
2022-01-26,9:20 am,10
2022-01-26,9:38 am,11
2022-01-26,10:02 am,11
2022-01-26,10:53 am,13
2022-01-26,11:53 am,14
2022-01-26,12:13 pm,14
2022-01-26,12:53 pm,15
2022-01-26,1:53 pm,15
2022-01-26,2:53 pm,14
2022-01-26,3:53 pm,14
2022-01-26,4:53 pm,10
2022-01-26,5:53 pm,6
2022-01-26,6:53 pm,1
2022-01-26,7:53 pm,0
2022-01-26,8:53 pm,3
2022-01-26,10:03 pm,0
2022-01-26,10:10 pm,1
2022-01-26,10:53 pm,-1
2022-01-26,11:08 pm,-2
2022-01-26,11:21 pm,-3
2022-01-27,12:00 am,0
2022-01-27,12:10 am,0
2022-01-27,12:32 am,-1
2022-01-27,1:14 am,-4
2022-01-27,1:53 am,-4
2022-01-27,2:53 am,-4
2022-01-27,3:53 am,-4
2022-01-27,4:26 am,-6
2022-01-27,4:53 am,-7
2022-01-27,5:53 am,-8
2022-01-27,6:12 am,-7
2022-01-27,6:53 am,-7
2022-01-27,7:22 am,-7
2022-01-27,8:06 am,-11
2022-01-27,8:53 am,-7
2022-01-27,9:53 am,1
2022-01-27,10:53 am,2
2022-01-27,11:53 am,4
2022-01-27,12:53 pm,8
2022-01-27,1:53 pm,10
2022-01-27,2:53 pm,10
2022-01-27,3:53 pm,7
2022-01-27,4:53 pm,7
2022-01-27,5:53 pm,3
2022-01-27,6:53 pm,1
2022-01-27,7:53 pm,-1
2022-01-27,8:53 pm,-1
2022-01-27,9:33 pm,0
2022-01-27,9:53 pm,-3
2022-01-27,10:53 pm,-5
2022-01-27,11:53 pm,-3
2022-01-28,12:02 am,-4
2022-01-28,12:23 am,-4
2022-01-28,1:06 am,-4
2022-01-28,1:53 am,-3
2022-01-28,2:53 am,-4
2022-01-28,3:53 am,-5
2022-01-28,4:53 am,-5
2022-01-28,5:53 am,-4
2022-01-28,6:53 am,-5
2022-01-28,7:53 am,-6
2022-01-28,8:53 am,-3
2022-01-28,9:53 am,1
2022-01-28,10:53 am,3
2022-01-28,11:53 am,8
2022-01-28,12:53 pm,12
2022-01-28,1:53 pm,14
2022-01-28,2:53 pm,15
2022-01-28,3:53 pm,15
2022-01-28,4:53 pm,14
2022-01-28,5:53 pm,9
2022-01-28,6:53 pm,7
2022-01-28,7:53 pm,4
2022-01-28,8:53 pm,4
2022-01-28,9:53 pm,2
2022-01-28,10:53 pm,0
2022-01-28,11:53 pm,-1
2022-01-29,12:53 am,-4
2022-01-29,1:53 am,-2
2022-01-29,2:53 am,-5
2022-01-29,3:53 am,-4
2022-01-29,4:53 am,-3
2022-01-29,5:53 am,-5
2022-01-29,6:53 am,-3
2022-01-29,7:53 am,-5
2022-01-29,8:53 am,-3
2022-01-29,9:53 am,2
2022-01-29,10:53 am,6
2022-01-29,11:53 am,10
2022-01-29,12:53 pm,13
2022-01-29,1:53 pm,17
2022-01-29,2:53 pm,18
2022-01-29,3:53 pm,17
2022-01-29,4:53 pm,13
2022-01-29,5:53 pm,8
2022-01-29,6:53 pm,7
2022-01-29,7:53 pm,2
2022-01-29,8:53 pm,2
2022-01-29,9:53 pm,3
2022-01-29,10:53 pm,-2
2022-01-29,11:53 pm,-1
2022-01-30,12:53 am,0
2022-01-30,1:53 am,-3
2022-01-30,2:53 am,-5
2022-01-30,3:53 am,-4
2022-01-30,4:53 am,-3
2022-01-30,5:53 am,-7
2022-01-30,6:53 am,-5
2022-01-30,7:53 am,-4
2022-01-30,8:53 am,-5
2022-01-30,9:53 am,1
2022-01-30,10:53 am,6
2022-01-30,11:53 am,7
2022-01-30,12:53 pm,11
2022-01-30,1:53 pm,13
2022-01-30,2:53 pm,15
2022-01-30,3:53 pm,14
2022-01-30,4:53 pm,13
2022-01-30,5:53 pm,6
2022-01-30,6:53 pm,3
2022-01-30,7:53 pm,1
2022-01-30,8:53 pm,1
2022-01-30,9:53 pm,1
2022-01-30,10:53 pm,4
2022-01-30,11:53 pm,-4
2022-01-31,12:53 am,4
2022-01-31,1:53 am,-3
2022-01-31,2:53 am,2
2022-01-31,3:53 am,3
2022-01-31,4:53 am,7
2022-01-31,5:53 am,10
2022-01-31,6:53 am,10
2022-01-31,7:53 am,13
2022-01-31,8:53 am,15
2022-01-31,9:53 am,23
2022-01-31,10:53 am,26
2022-01-31,11:53 am,27
2022-01-31,12:15 pm,28
2022-01-31,12:31 pm,27
2022-01-31,12:53 pm,27
2022-01-31,1:53 pm,27
2022-01-31,2:15 pm,26
2022-01-31,2:53 pm,26
2022-01-31,3:53 pm,26
2022-01-31,4:53 pm,26
2022-01-31,5:53 pm,24
2022-01-31,6:53 pm,22
2022-01-31,7:53 pm,20
2022-01-31,8:53 pm,19
2022-01-31,9:53 pm,15
2022-01-31,10:53 pm,14
2022-01-31,11:53 pm,13
2022-02-01,12:53 am,11
2022-02-01,1:53 am,7
2022-02-01,2:53 am,0
2022-02-01,3:53 am,-1
2022-02-01,4:31 am,-2
2022-02-01,5:00 am,-3
2022-02-01,6:07 am,-2
2022-02-01,6:18 am,-2
2022-02-01,6:53 am,-1
2022-02-01,7:26 am,-1
2022-02-01,8:06 am,0
2022-02-01,8:53 am,2
2022-02-01,9:05 am,2
2022-02-01,9:21 am,3
2022-02-01,9:53 am,4
2022-02-01,10:23 am,7
2022-02-01,10:26 am,7
2022-02-01,11:01 am,8
2022-02-01,11:53 am,12
2022-02-01,12:34 pm,15
2022-02-01,12:53 pm,16
2022-02-01,1:33 pm,17
2022-02-01,1:53 pm,17
2022-02-01,2:23 pm,16
2022-02-01,2:53 pm,16
2022-02-01,3:29 pm,16
2022-02-01,3:53 pm,17
